"ICB_CODE","ICB_NAME","sex","age_group","pop","YEAR"
"E54000027","NHS North West London Integrated Care Board","Female","66-70",38803,2019
"E54000027","NHS North West London Integrated Care Board","Female","71-75",33318,2019
"E54000027","NHS North West London Integrated Care Board","Female","76-80",24760,2019
"E54000027","NHS North West London Integrated Care Board","Female","81-85",18960,2019
"E54000027","NHS North West London Integrated Care Board","Female","86-90",17746,2019
"E54000027","NHS North West London Integrated Care Board","Male","0-1",27320,2019
"E54000027","NHS North West London Integrated Care Board","Male","11-15",61528,2019
"E54000027","NHS North West London Integrated Care Board","Male","16-20",59726,2019
"E54000027","NHS North West London Integrated Care Board","Male","2-5",52211,2019
"E54000027","NHS North West London Integrated Care Board","Male","21-25",80276,2019
"E54000027","NHS North West London Integrated Care Board","Male","26-30",87539,2019
"E54000027","NHS North West London Integrated Care Board","Male","31-35",91061,2019
"E54000027","NHS North West London Integrated Care Board","Male","36-40",88615,2019
"E54000027","NHS North West London Integrated Care Board","Male","41-45",77420,2019
"E54000027","NHS North West London Integrated Care Board","Male","46-50",71642,2019
"E54000027","NHS North West London Integrated Care Board","Male","51-55",67023,2019
"E54000027","NHS North West London Integrated Care Board","Male","56-60",56602,2019
"E54000027","NHS North West London Integrated Care Board","Male","6-10",65396,2019
"E54000027","NHS North West London Integrated Care Board","Male","61-65",44218,2019
"E54000027","NHS North West London Integrated Care Board","Male","66-70",35430,2019
"E54000027","NHS North West London Integrated Care Board","Male","71-75",28590,2019
"E54000027","NHS North West London Integrated Care Board","Male","76-80",19975,2019
"E54000027","NHS North West London Integrated Care Board","Male","81-85",14415,2019
"E54000027","NHS North West London Integrated Care Board","Male","86-90",10808,2019
"E54000028","NHS North Central London Integrated Care Board","Female","0-1",17395,2019
"E54000028","NHS North Central London Integrated Care Board","Female","11-15",40549,2019
"E54000028","NHS North Central London Integrated Care Board","Female","16-20",41266,2019
"E54000028","NHS North Central London Integrated Care Board","Female","2-5",33563,2019
"E54000028","NHS North Central London Integrated Care Board","Female","21-25",60597,2019
"E54000028","NHS North Central London Integrated Care Board","Female","26-30",70797,2019
"E54000028","NHS North Central London Integrated Care Board","Female","31-35",68044,2019
"E54000028","NHS North Central London Integrated Care Board","Female","36-40",60075,2019
"E54000028","NHS North Central London Integrated Care Board","Female","41-45",52229,2019
"E54000028","NHS North Central London Integrated Care Board","Female","46-50",50107,2019
"E54000028","NHS North Central London Integrated Care Board","Female","51-55",47600,2019
"E54000028","NHS North Central London Integrated Care Board","Female","56-60",39445,2019
"E54000028","NHS North Central London Integrated Care Board","Female","6-10",42582,2019
"E54000028","NHS North Central London Integrated Care Board","Female","61-65",30406,2019
"E54000028","NHS North Central London Integrated Care Board","Female","66-70",25937,2019
"E54000028","NHS North Central London Integrated Care Board","Female","71-75",22470,2019
"E54000028","NHS North Central London Integrated Care Board","Female","76-80",16308,2019
"E54000028","NHS North Central London Integrated Care Board","Female","81-85",12645,2019
"E54000028","NHS North Central London Integrated Care Board","Female","86-90",12812,2019
"E54000028","NHS North Central London Integrated Care Board","Male","0-1",18380,2019
"E54000028","NHS North Central London Integrated Care Board","Male","11-15",42565,2019
"E54000028","NHS North Central London Integrated Care Board","Male","16-20",40575,2019
"E54000028","NHS North Central London Integrated Care Board","Male","2-5",35325,2019
"E54000028","NHS North Central London Integrated Care Board","Male","21-25",52285,2019
"E54000028","NHS North Central London Integrated Care Board","Male","26-30",61848,2019
"E54000028","NHS North Central London Integrated Care Board","Male","31-35",62579,2019
"E54000028","NHS North Central London Integrated Care Board","Male","36-40",58014,2019
"E54000028","NHS North Central London Integrated Care Board","Male","41-45",49148,2019
"E54000028","NHS North Central London Integrated Care Board","Male","46-50",47452,2019
"E54000028","NHS North Central London Integrated Care Board","Male","51-55",44397,2019
"E54000028","NHS North Central London Integrated Care Board","Male","56-60",36952,2019
"E54000028","NHS North Central London Integrated Care Board","Male","6-10",44674,2019
"E54000028","NHS North Central London Integrated Care Board","Male","61-65",28493,2019
"E54000028","NHS North Central London Integrated Care Board","Male","66-70",22670,2019
"E54000028","NHS North Central London Integrated Care Board","Male","71-75",19197,2019
"E54000028","NHS North Central London Integrated Care Board","Male","76-80",12730,2019
"E54000028","NHS North Central London Integrated Care Board","Male","81-85",9322,2019
"E54000028","NHS North Central London Integrated Care Board","Male","86-90",7154,2019
"E54000029","NHS North East London Integrated Care Board","Female","0-1",28451,2019
"E54000029","NHS North East London Integrated Care Board","Female","11-15",60224,2019
"E54000029","NHS North East London Integrated Care Board","Female","16-20",56610,2019
"E54000029","NHS North East London Integrated Care Board","Female","2-5",54269,2019
"E54000029","NHS North East London Integrated Care Board","Female","21-25",83860,2019
"E54000029","NHS North East London Integrated Care Board","Female","26-30",104021,2019
"E54000029","NHS North East London Integrated Care Board","Female","31-35",102207,2019
"E54000029","NHS North East London Integrated Care Board","Female","36-40",87057,2019
"E54000029","NHS North East London Integrated Care Board","Female","41-45",69198,2019
"E54000029","NHS North East London Integrated Care Board","Female","46-50",61755,2019
"E54000029","NHS North East London Integrated Care Board","Female","51-55",57247,2019
"E54000029","NHS North East London Integrated Care Board","Female","56-60",47503,2019
"E54000029","NHS North East London Integrated Care Board","Female","6-10",65691,2019
"E54000029","NHS North East London Integrated Care Board","Female","61-65",36792,2019
"E54000029","NHS North East London Integrated Care Board","Female","66-70",29504,2019
"E54000029","NHS North East London Integrated Care Board","Female","71-75",24708,2019
"E54000029","NHS North East London Integrated Care Board","Female","76-80",18291,2019
"E54000029","NHS North East London Integrated Care Board","Female","81-85",14330,2019
"E54000029","NHS North East London Integrated Care Board","Female","86-90",14042,2019
"E54000029","NHS North East London Integrated Care Board","Male","0-1",29958,2019
"E54000029","NHS North East London Integrated Care Board","Male","11-15",62934,2019
"E54000029","NHS North East London Integrated Care Board","Male","16-20",57705,2019
"E54000029","NHS North East London Integrated Care Board","Male","2-5",56498,2019
"E54000029","NHS North East London Integrated Care Board","Male","21-25",78657,2019
"E54000029","NHS North East London Integrated Care Board","Male","26-30",92893,2019
"E54000029","NHS North East London Integrated Care Board","Male","31-35",98160,2019
"E54000029","NHS North East London Integrated Care Board","Male","36-40",87808,2019
"E54000029","NHS North East London Integrated Care Board","Male","41-45",71769,2019
"E54000029","NHS North East London Integrated Care Board","Male","46-50",63266,2019
"E54000029","NHS North East London Integrated Care Board","Male","51-55",56163,2019
"E54000029","NHS North East London Integrated Care Board","Male","56-60",46878,2019
"E54000029","NHS North East London Integrated Care Board","Male","6-10",68243,2019
"E54000029","NHS North East London Integrated Care Board","Male","61-65",35756,2019
"E54000029","NHS North East London Integrated Care Board","Male","66-70",26279,2019
"E54000029","NHS North East London Integrated Care Board","Male","71-75",20885,2019
"E54000029","NHS North East London Integrated Care Board","Male","76-80",14231,2019
"E54000029","NHS North East London Integrated Care Board","Male","81-85",10583,2019
"E54000029","NHS North East London Integrated Care Board","Male","86-90",7935,2019
"E54000030","NHS South East London Integrated Care Board","Female","0-1",22415,2019
"E54000030","NHS South East London Integrated Care Board","Female","11-15",49321,2019
"E54000030","NHS South East London Integrated Care Board","Female","16-20",46279,2019
"E54000030","NHS South East London Integrated Care Board","Female","2-5",43160,2019
"E54000030","NHS South East London Integrated Care Board","Female","21-25",73992,2019
"E54000030","NHS South East London Integrated Care Board","Female","26-30",95117,2019
"E54000030","NHS South East London Integrated Care Board","Female","31-35",87602,2019
"E54000030","NHS South East London Integrated Care Board","Female","36-40",77653,2019
"E54000030","NHS South East London Integrated Care Board","Female","41-45",65631,2019
"E54000030","NHS South East London Integrated Care Board","Female","46-50",62938,2019
"E54000030","NHS South East London Integrated Care Board","Female","51-55",61479,2019
"E54000030","NHS South East London Integrated Care Board","Female","56-60",51519,2019
"E54000030","NHS South East London Integrated Care Board","Female","6-10",53721,2019
"E54000030","NHS South East London Integrated Care Board","Female","61-65",37646,2019
"E54000030","NHS South East London Integrated Care Board","Female","66-70",30219,2019
"E54000030","NHS South East London Integrated Care Board","Female","71-75",27437,2019
"E54000030","NHS South East London Integrated Care Board","Female","76-80",20317,2019
"E54000030","NHS South East London Integrated Care Board","Female","81-85",15731,2019
"E54000030","NHS South East London Integrated Care Board","Female","86-90",15836,2019
"E54000030","NHS South East London Integrated Care Board","Male","0-1",23592,2019
"E54000030","NHS South East London Integrated Care Board","Male","11-15",51393,2019
"E54000030","NHS South East London Integrated Care Board","Male","16-20",45865,2019
"E54000030","NHS South East London Integrated Care Board","Male","2-5",45353,2019
"E54000030","NHS South East London Integrated Care Board","Male","21-25",63800,2019
"E54000030","NHS South East London Integrated Care Board","Male","26-30",82922,2019
"E54000030","NHS South East London Integrated Care Board","Male","31-35",80855,2019
"E54000030","NHS South East London Integrated Care Board","Male","36-40",73959,2019
"E54000030","NHS South East London Integrated Care Board","Male","41-45",63027,2019
"E54000030","NHS South East London Integrated Care Board","Male","46-50",60835,2019
"E54000030","NHS South East London Integrated Care Board","Male","51-55",58387,2019
"E54000030","NHS South East London Integrated Care Board","Male","56-60",48649,2019
"E54000030","NHS South East London Integrated Care Board","Male","6-10",55730,2019
"E54000030","NHS South East London Integrated Care Board","Male","61-65",35791,2019
"E54000030","NHS South East London Integrated Care Board","Male","66-70",27048,2019
"E54000030","NHS South East London Integrated Care Board","Male","71-75",23521,2019
"E54000030","NHS South East London Integrated Care Board","Male","76-80",15682,2019
"E54000030","NHS South East London Integrated Care Board","Male","81-85",11155,2019
"E54000030","NHS South East London Integrated Care Board","Male","86-90",8452,2019
"E54000031","NHS South West London Integrated Care Board","Female","0-1",18889,2019
"E54000031","NHS South West London Integrated Care Board","Female","11-15",42550,2019
"E54000031","NHS South West London Integrated Care Board","Female","16-20",36204,2019
"E54000031","NHS South West London Integrated Care Board","Female","2-5",37762,2019
"E54000031","NHS South West London Integrated Care Board","Female","21-25",54308,2019
"E54000031","NHS South West London Integrated Care Board","Female","26-30",70855,2019
"E54000031","NHS South West London Integrated Care Board","Female","31-35",69750,2019
"E54000031","NHS South West London Integrated Care Board","Female","36-40",67772,2019
"E54000031","NHS South West London Integrated Care Board","Female","41-45",57645,2019
"E54000031","NHS South West London Integrated Care Board","Female","46-50",54789,2019
"E54000031","NHS South West London Integrated Care Board","Female","51-55",52061,2019
"E54000031","NHS South West London Integrated Care Board","Female","56-60",43172,2019
"E54000031","NHS South West London Integrated Care Board","Female","6-10",46947,2019
"E54000031","NHS South West London Integrated Care Board","Female","61-65",33534,2019
"E54000031","NHS South West London Integrated Care Board","Female","66-70",28864,2019
"E54000031","NHS South West London Integrated Care Board","Female","71-75",26169,2019
"E54000031","NHS South West London Integrated Care Board","Female","76-80",18373,2019
"E54000031","NHS South West London Integrated Care Board","Female","81-85",14137,2019
"E54000031","NHS South West London Integrated Care Board","Female","86-90",14756,2019
"E54000031","NHS South West London Integrated Care Board","Male","0-1",20093,2019
"E54000031","NHS South West London Integrated Care Board","Male","11-15",44275,2019
"E54000031","NHS South West London Integrated Care Board","Male","16-20",36322,2019
"E54000031","NHS South West London Integrated Care Board","Male","2-5",39461,2019
"E54000031","NHS South West London Integrated Care Board","Male","21-25",47033,2019
"E54000031","NHS South West London Integrated Care Board","Male","26-30",59902,2019
"E54000031","NHS South West London Integrated Care Board","Male","31-35",61727,2019
"E54000031","NHS South West London Integrated Care Board","Male","36-40",61667,2019
"E54000031","NHS South West London Integrated Care Board","Male","41-45",55951,2019
"E54000031","NHS South West London Integrated Care Board","Male","46-50",51772,2019
"E54000031","NHS South West London Integrated Care Board","Male","51-55",49033,2019
"E54000031","NHS South West London Integrated Care Board","Male","56-60",41097,2019
"E54000031","NHS South West London Integrated Care Board","Male","6-10",49317,2019
"E54000031","NHS South West London Integrated Care Board","Male","61-65",31130,2019
"E54000031","NHS South West London Integrated Care Board","Male","66-70",25823,2019
"E54000031","NHS South West London Integrated Care Board","Male","71-75",22696,2019
"E54000031","NHS South West London Integrated Care Board","Male","76-80",14648,2019
"E54000031","NHS South West London Integrated Care Board","Male","81-85",10476,2019
"E54000031","NHS South West London Integrated Care Board","Male","86-90",7958,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","0-1",19911,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","11-15",54026,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","16-20",50028,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","2-5",42497,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","21-25",53127,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","26-30",58944,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","31-35",59977,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","36-40",60677,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","41-45",56786,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","46-50",65164,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","51-55",67252,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","56-60",60411,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","6-10",55849,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","61-65",51843,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","66-70",49745,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","71-75",50792,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","76-80",33972,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","81-85",25399,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Female","86-90",25933,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","0-1",21283,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","11-15",57068,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","16-20",52161,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","2-5",44541,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","21-25",52161,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","26-30",54970,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","31-35",56334,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","36-40",56683,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","41-45",54165,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","46-50",62214,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","51-55",65589,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","56-60",58914,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","6-10",59362,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","61-65",49639,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","66-70",46029,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","71-75",46213,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","76-80",29275,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","81-85",19548,2019
"E54000032","NHS Kent and Medway Integrated Care Board","Male","86-90",14210,2019
"E54000034","NHS Frimley Integrated Care Board","Female","0-1",8599,2019
"E54000034","NHS Frimley Integrated Care Board","Female","11-15",23714,2019
"E54000034","NHS Frimley Integrated Care Board","Female","16-20",20356,2019
"E54000034","NHS Frimley Integrated Care Board","Female","2-5",18394,2019
"E54000034","NHS Frimley Integrated Care Board","Female","21-25",21558,2019
"E54000034","NHS Frimley Integrated Care Board","Female","26-30",24525,2019
"E54000034","NHS Frimley Integrated Care Board","Female","31-35",27931,2019
"E54000034","NHS Frimley Integrated Care Board","Female","36-40",29664,2019
"E54000034","NHS Frimley Integrated Care Board","Female","41-45",27126,2019
"E54000034","NHS Frimley Integrated Care Board","Female","46-50",27964,2019
"E54000034","NHS Frimley Integrated Care Board","Female","51-55",26914,2019
"E54000034","NHS Frimley Integrated Care Board","Female","56-60",23058,2019
"E54000034","NHS Frimley Integrated Care Board","Female","6-10",24834,2019
"E54000034","NHS Frimley Integrated Care Board","Female","61-65",18518,2019
"E54000034","NHS Frimley Integrated Care Board","Female","66-70",16422,2019
"E54000034","NHS Frimley Integrated Care Board","Female","71-75",15972,2019
"E54000034","NHS Frimley Integrated Care Board","Female","76-80",11182,2019
"E54000034","NHS Frimley Integrated Care Board","Female","81-85",8769,2019
"E54000034","NHS Frimley Integrated Care Board","Female","86-90",8823,2019
"E54000034","NHS Frimley Integrated Care Board","Male","0-1",9063,2019
"E54000034","NHS Frimley Integrated Care Board","Male","11-15",25107,2019
"E54000034","NHS Frimley Integrated Care Board","Male","16-20",22580,2019
"E54000034","NHS Frimley Integrated Care Board","Male","2-5",19718,2019
"E54000034","NHS Frimley Integrated Care Board","Male","21-25",21994,2019
"E54000034","NHS Frimley Integrated Care Board","Male","26-30",23756,2019
"E54000034","NHS Frimley Integrated Care Board","Male","31-35",25511,2019
"E54000034","NHS Frimley Integrated Care Board","Male","36-40",28108,2019
"E54000034","NHS Frimley Integrated Care Board","Male","41-45",26969,2019
"E54000034","NHS Frimley Integrated Care Board","Male","46-50",27689,2019
"E54000034","NHS Frimley Integrated Care Board","Male","51-55",26747,2019
"E54000034","NHS Frimley Integrated Care Board","Male","56-60",23254,2019
"E54000034","NHS Frimley Integrated Care Board","Male","6-10",26092,2019
"E54000034","NHS Frimley Integrated Care Board","Male","61-65",18230,2019
"E54000034","NHS Frimley Integrated Care Board","Male","66-70",15278,2019
"E54000034","NHS Frimley Integrated Care Board","Male","71-75",14402,2019
"E54000034","NHS Frimley Integrated Care Board","Male","76-80",9576,2019
"E54000034","NHS Frimley Integrated Care Board","Male","81-85",6812,2019
"E54000034","NHS Frimley Integrated Care Board","Male","86-90",5079,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","0-1",4901,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","11-15",14603,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","16-20",14228,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","2-5",11017,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","21-25",14448,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","26-30",15116,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","31-35",15482,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","36-40",16017,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","41-45",15827,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","46-50",19978,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","51-55",21639,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","56-60",20994,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","6-10",14978,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","61-65",19911,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","66-70",19977,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","71-75",20136,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","76-80",12810,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","81-85",9435,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Female","86-90",9587,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","0-1",5297,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","11-15",15299,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","16-20",14947,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","2-5",11472,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","21-25",14659,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","26-30",14736,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","31-35",14507,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","36-40",14968,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","41-45",14701,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","46-50",18282,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","51-55",20093,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","56-60",19712,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","6-10",16089,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","61-65",18300,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","66-70",18498,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","71-75",18707,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","76-80",11477,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","81-85",7431,2019
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board","Male","86-90",5534,2019
"E54000037","NHS Devon Integrated Care Board","Female","0-1",10427,2019
"E54000037","NHS Devon Integrated Care Board","Female","11-15",30743,2019
"E54000037","NHS Devon Integrated Care Board","Female","16-20",33611,2019
"E54000037","NHS Devon Integrated Care Board","Female","2-5",23204,2019
"E54000037","NHS Devon Integrated Care Board","Female","21-25",34342,2019
"E54000037","NHS Devon Integrated Care Board","Female","26-30",33418,2019
"E54000037","NHS Devon Integrated Care Board","Female","31-35",34087,2019
"E54000037","NHS Devon Integrated Care Board","Female","36-40",33862,2019
"E54000037","NHS Devon Integrated Care Board","Female","41-45",32590,2019
"E54000037","NHS Devon Integrated Care Board","Female","46-50",40667,2019
"E54000037","NHS Devon Integrated Care Board","Female","51-55",44748,2019
"E54000037","NHS Devon Integrated Care Board","Female","56-60",43284,2019
"E54000037","NHS Devon Integrated Care Board","Female","6-10",31653,2019
"E54000037","NHS Devon Integrated Care Board","Female","61-65",39552,2019
"E54000037","NHS Devon Integrated Care Board","Female","66-70",39368,2019
"E54000037","NHS Devon Integrated Care Board","Female","71-75",39844,2019
"E54000037","NHS Devon Integrated Care Board","Female","76-80",27152,2019
"E54000037","NHS Devon Integrated Care Board","Female","81-85",20413,2019
"E54000037","NHS Devon Integrated Care Board","Female","86-90",21786,2019
"E54000037","NHS Devon Integrated Care Board","Male","0-1",11166,2019
"E54000037","NHS Devon Integrated Care Board","Male","11-15",32552,2019
"E54000037","NHS Devon Integrated Care Board","Male","16-20",34768,2019
"E54000037","NHS Devon Integrated Care Board","Male","2-5",24481,2019
"E54000037","NHS Devon Integrated Care Board","Male","21-25",36056,2019
"E54000037","NHS Devon Integrated Care Board","Male","26-30",33625,2019
"E54000037","NHS Devon Integrated Care Board","Male","31-35",32686,2019
"E54000037","NHS Devon Integrated Care Board","Male","36-40",32785,2019
"E54000037","NHS Devon Integrated Care Board","Male","41-45",30977,2019
"E54000037","NHS Devon Integrated Care Board","Male","46-50",38301,2019
"E54000037","NHS Devon Integrated Care Board","Male","51-55",42014,2019
"E54000037","NHS Devon Integrated Care Board","Male","56-60",40573,2019
"E54000037","NHS Devon Integrated Care Board","Male","6-10",33380,2019
"E54000037","NHS Devon Integrated Care Board","Male","61-65",36872,2019
"E54000037","NHS Devon Integrated Care Board","Male","66-70",36511,2019
"E54000037","NHS Devon Integrated Care Board","Male","71-75",36910,2019
"E54000037","NHS Devon Integrated Care Board","Male","76-80",23569,2019
"E54000037","NHS Devon Integrated Care Board","Male","81-85",15995,2019
"E54000037","NHS Devon Integrated Care Board","Male","86-90",12365,2019
"E54000038","NHS Somerset Integrated Care Board","Female","0-1",5171,2019
"E54000038","NHS Somerset Integrated Care Board","Female","11-15",15461,2019
"E54000038","NHS Somerset Integrated Care Board","Female","16-20",13506,2019
"E54000038","NHS Somerset Integrated Care Board","Female","2-5",11264,2019
"E54000038","NHS Somerset Integrated Care Board","Female","21-25",13312,2019
"E54000038","NHS Somerset Integrated Care Board","Female","26-30",15889,2019
"E54000038","NHS Somerset Integrated Care Board","Female","31-35",15820,2019
"E54000038","NHS Somerset Integrated Care Board","Female","36-40",15589,2019
"E54000038","NHS Somerset Integrated Care Board","Female","41-45",15566,2019
"E54000038","NHS Somerset Integrated Care Board","Female","46-50",19787,2019
"E54000038","NHS Somerset Integrated Care Board","Female","51-55",21587,2019
"E54000038","NHS Somerset Integrated Care Board","Female","56-60",20643,2019
"E54000038","NHS Somerset Integrated Care Board","Female","6-10",15520,2019
"E54000038","NHS Somerset Integrated Care Board","Female","61-65",18804,2019
"E54000038","NHS Somerset Integrated Care Board","Female","66-70",19100,2019
"E54000038","NHS Somerset Integrated Care Board","Female","71-75",18707,2019
"E54000038","NHS Somerset Integrated Care Board","Female","76-80",12968,2019
"E54000038","NHS Somerset Integrated Care Board","Female","81-85",9581,2019
"E54000038","NHS Somerset Integrated Care Board","Female","86-90",10582,2019
"E54000038","NHS Somerset Integrated Care Board","Male","0-1",5304,2019
"E54000038","NHS Somerset Integrated Care Board","Male","11-15",16416,2019
"E54000038","NHS Somerset Integrated Care Board","Male","16-20",14716,2019
"E54000038","NHS Somerset Integrated Care Board","Male","2-5",11929,2019
"E54000038","NHS Somerset Integrated Care Board","Male","21-25",14252,2019
"E54000038","NHS Somerset Integrated Care Board","Male","26-30",15460,2019
"E54000038","NHS Somerset Integrated Care Board","Male","31-35",15348,2019
"E54000038","NHS Somerset Integrated Care Board","Male","36-40",15124,2019
"E54000038","NHS Somerset Integrated Care Board","Male","41-45",14496,2019
"E54000038","NHS Somerset Integrated Care Board","Male","46-50",18600,2019
"E54000038","NHS Somerset Integrated Care Board","Male","51-55",20776,2019
"E54000038","NHS Somerset Integrated Care Board","Male","56-60",19605,2019
"E54000038","NHS Somerset Integrated Care Board","Male","6-10",16057,2019
"E54000038","NHS Somerset Integrated Care Board","Male","61-65",17586,2019
"E54000038","NHS Somerset Integrated Care Board","Male","66-70",18021,2019
"E54000038","NHS Somerset Integrated Care Board","Male","71-75",17303,2019
"E54000038","NHS Somerset Integrated Care Board","Male","76-80",11450,2019
"E54000038","NHS Somerset Integrated Care Board","Male","81-85",7745,2019
"E54000038","NHS Somerset Integrated Care Board","Male","86-90",5942,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","0-1",10389,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","11-15",25380,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","16-20",29292,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","2-5",21847,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","21-25",37604,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","26-30",38233,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","31-35",37680,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","36-40",34169,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","41-45",29502,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","46-50",31113,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","51-55",31841,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","56-60",28024,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","6-10",27758,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","61-65",23796,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","66-70",22344,2019
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board","Female","71-75",22115,2019
